model,day,event_id,market_id,model_prob_yes,yes_ask,no_ask,outcome,platform,pnl,cost
GPT-5.4,85,E3675,M14246,0.53,60.0,42.0,1.0,Kalshi,-0.020999999999999994,0.020999999999999994
GPT-5.4,85,E3588,M06781,0.78,72.0,28.999999999999996,1.0,Kalshi,0.016800000000000016,0.04320000000000004
GPT-5.4,85,E3718,M13382,0.03,1.5,99.2,0.0,Polymarket,-0.000225,0.000225
GPT-5.4,85,E7438,M14516,0.4,,,0.0,QGen,,
GPT-5.4,85,E3718,M13380,0.03,1.0,99.5,0.0,Polymarket,-0.00019999999999999998,0.00019999999999999998
GPT-5.4,85,E3718,M13386,0.04,0.5,99.6,0.0,Polymarket,-0.00017500000000000003,0.00017500000000000003
GPT-5.4,85,E3718,M13387,0.02,0.3,99.8,0.0,Polymarket,-5.1000000000000006e-05,5.1000000000000006e-05
GPT-5.4,85,E3718,M13385,0.05,1.3,99.6,0.0,Polymarket,-0.0004810000000000001,0.0004810000000000001
GPT-5.4,85,E3718,M13388,0.05,0.8999999999999999,99.7,0.0,Polymarket,-0.00036899999999999997,0.00036899999999999997
GPT-5.4,85,E1478,M02637,0.1,2.7,98.0,0.0,Kalshi,-0.0019710000000000005,0.0019710000000000005
GPT-5.4,85,E0550,M03840,0.07,6.800000000000001,94.8,0.0,Kalshi,-0.00013600000000000013,0.00013600000000000013
GPT-5.4,85,E4799,M09275,0.76,88.0,23.0,1.0,Kalshi,-0.0022999999999999956,0.0022999999999999956
GPT-5.4,85,E3616,M14586,0.34,41.0,60.0,0.0,Kalshi,0.02399999999999998,0.03599999999999996
GPT-5.4,85,E3616,M14587,0.49,49.0,54.0,0.0,Kalshi,,
GPT-5.4,85,E4813,M14588,0.65,74.0,28.000000000000004,0.0,Kalshi,0.05039999999999996,0.01959999999999999
GPT-5.4,85,E4459,M08573,0.73,88.0,16.0,1.0,Kalshi,-0.0176,0.0176
GPT-5.4,85,E7394,M14339,0.52,,,0.0,QGen,,
GPT-5.4,85,E7439,M14517,0.61,,,0.0,QGen,,
GPT-5.4,85,E7344,M14219,0.57,,,0.0,QGen,,
GPT-5.4,85,E4800,M09277,0.48,92.0,9.0,0.0,Kalshi,0.39130000000000004,0.038700000000000005
GPT-5.4,85,E3589,M06783,0.74,41.0,60.0,0.0,Kalshi,-0.1353,0.1353
GPT-5.4,85,E3576,M06752,0.54,54.0,47.0,1.0,Polymarket,,
GPT-5.4,85,E3590,M06785,0.89,99.9,0.6,1.0,Polymarket,-0.0006239999999999999,0.0006239999999999999
GPT-5.4,85,E3525,M06646,0.25,26.0,75.0,1.0,Polymarket,,
GPT-5.4,85,E3525,M06647,0.012,,,0.0,Polymarket,,
GPT-5.4,85,E7449,M14527,0.43,,,0.0,QGen,,
GPT-5.4,85,E7472,M14589,0.7,,,1.0,QGen,,
GPT-5.4,85,E4795,M10385,0.02,0.1,99.9,0.0,Polymarket,-1.9e-05,1.9e-05
GPT-5.4,85,E4383,M08420,0.27,12.0,89.0,0.0,Kalshi,-0.018000000000000002,0.018000000000000002
GPT-5.4,85,E4801,M09279,0.46,85.0,23.0,1.0,Kalshi,-0.07130000000000002,0.07130000000000002
GPT-5.4,85,E4802,M09281,0.41,69.0,37.0,1.0,Kalshi,-0.08140000000000003,0.08140000000000003
GPT-5.4,85,E3616,M14590,0.38,64.0,38.0,0.0,Kalshi,0.1488,0.0912
GPT-5.4,85,E3616,M14591,0.4,64.0,41.0,0.0,Kalshi,0.1121,0.0779
GPT-5.4,85,E3617,M14592,0.68,71.0,30.0,1.0,Kalshi,-0.005999999999999989,0.005999999999999989
GPT-5.4,85,E3591,M06787,0.58,59.0,42.0,1.0,Kalshi,-2.3314683517128286e-17,2.3314683517128286e-17
GPT-5.4,85,E4803,M09283,0.54,53.0,48.0,0.0,Kalshi,-0.005300000000000005,0.005300000000000005
GPT-5.4,85,E4795,M09268,0.03,1.0,99.0,0.0,Polymarket,-0.00019999999999999998,0.00019999999999999998
GPT-5.4,85,E1898,M10420,0.04,0.4,99.8,0.0,Polymarket,-0.00014400000000000003,0.00014400000000000003
GPT-5.4,85,E2404,M09734,0.16,17.0,90.5,0.0,Polymarket,,
GPT-5.4,85,E3571,M06742,0.96,91.0,88.0,1.0,Kalshi,0.00449999999999999,0.04549999999999994
GPT-5.4,85,E4760,M09201,0.95,,,1.0,Kalshi,,
GPT-5.4,85,E3592,M06789,0.98,86.0,16.0,1.0,Kalshi,0.016799999999999995,0.1032
GPT-5.4,85,E3593,M06791,0.66,69.0,32.0,0.0,Kalshi,0.013599999999999973,0.006399999999999988
GPT-5.4,85,E7431,M14509,0.42,,,0.0,QGen,,
GPT-5.4,85,E4761,M14253,0.31,96.0,5.0,1.0,Kalshi,-0.031999999999999994,0.031999999999999994
GPT-5.4,85,E7473,M14593,0.35,,,0.0,QGen,,
GPT-5.4,85,E4813,M10386,0.33,57.99999999999999,51.0,0.0,Kalshi,0.07839999999999996,0.08159999999999996
GPT-5.4,85,E4814,M09305,0.47,79.0,23.0,1.0,Kalshi,-0.06900000000000002,0.06900000000000002
GPT-5.4,85,E3618,M06842,0.54,71.0,30.0,1.0,Kalshi,-0.047999999999999994,0.047999999999999994
GPT-5.4,85,E4804,M09285,0.61,61.0,40.0,0.0,Kalshi,,
GPT-5.4,85,E4805,M09287,0.58,83.0,28.999999999999996,1.0,Kalshi,-0.03770000000000002,0.03770000000000002
GPT-5.4,85,E3616,M14594,0.39,68.0,34.0,1.0,Kalshi,-0.09179999999999999,0.09179999999999999
GPT-5.4,85,E3619,M06844,0.58,92.0,11.0,1.0,Kalshi,-0.034100000000000005,0.034100000000000005
GPT-5.4,85,E4813,M10387,0.37,42.0,62.0,0.0,Kalshi,0.003800000000000003,0.006200000000000006
GPT-5.4,85,E3908,M14595,0.58,98.0,3.0,1.0,Kalshi,-0.0117,0.0117
GPT-5.4,85,E4813,M10388,0.22,60.0,47.0,0.0,Kalshi,0.16430000000000003,0.14570000000000002
GPT-5.4,85,E3616,M14596,0.41,73.0,30.0,0.0,Kalshi,0.20300000000000007,0.08700000000000002
GPT-5.4,85,E2103,M03842,0.8,89.0,12.0,0.0,Kalshi,0.07039999999999996,0.009599999999999996
GPT-5.4,85,E3594,M06793,0.6,93.0,8.0,1.0,Kalshi,-0.0256,0.0256
GPT-5.4,85,E1623,M02934,0.24,16.0,78.8,0.0,Polymarket,-0.012799999999999999,0.012799999999999999
GPT-5.4,85,E1898,M10419,0.04,0.5,99.6,0.0,Polymarket,-0.00017500000000000003,0.00017500000000000003
GPT-5.4,85,E1623,M02936,0.43,34.46,50.470000000000006,1.0,Polymarket,0.05597115999999998,0.029428839999999994
GPT-5.4,85,E1623,M02937,0.27,36.0,64.0,0.0,Polymarket,0.032399999999999984,0.057599999999999985
GPT-5.4,85,E7474,M14597,0.67,,,1.0,Polymarket,,
GPT-5.4,85,E4806,M09290,0.55,54.0,47.0,0.0,Polymarket,-0.0054000000000000055,0.0054000000000000055
GPT-5.4,85,E4806,M09289,0.22,21.0,80.0,1.0,Polymarket,0.007900000000000008,0.0021000000000000016
GPT-5.4,85,E4815,M09307,0.42,44.0,59.0,1.0,Polymarket,,
GPT-5.4,85,E3595,M06795,0.15,0.3,99.8,0.0,Polymarket,-0.000441,0.000441
GPT-5.4,85,E3620,M06846,0.34,9.0,96.0,0.0,Polymarket,-0.0225,0.0225
GPT-5.4,85,E3621,M06848,0.29,28.999999999999996,73.0,0.0,Polymarket,,
GPT-5.4,85,E3622,M06850,0.63,97.0,7.1,1.0,Polymarket,-0.021228999999999998,0.021228999999999998
GPT-5.4,85,E3623,M06852,0.08,6.0,97.6,0.0,Polymarket,-0.0012000000000000001,0.0012000000000000001
GPT-5.4,85,E3624,M06854,0.41,41.0,61.0,1.0,Polymarket,,
GPT-5.4,85,E3625,M06856,0.21,31.0,83.0,1.0,Polymarket,,
GPT-5.4,85,E4816,M09309,0.29,31.0,72.0,0.0,Polymarket,,
GPT-5.4,85,E7189,M13876,0.21,,,0.0,QGen,,
GPT-5.4,85,E4787,M14389,0.68,92.0,9.0,1.0,Kalshi,-0.020699999999999996,0.020699999999999996
GPT-5.4,85,E4787,M14390,0.07,6.0,95.0,0.0,Kalshi,-0.0006000000000000005,0.0006000000000000005
GPT-5.4,85,E4787,M14380,0.76,91.0,10.0,1.0,Kalshi,-0.013999999999999999,0.013999999999999999
GPT-5.4,85,E4787,M14381,0.76,87.0,14.000000000000002,1.0,Kalshi,-0.013999999999999999,0.013999999999999999
GPT-5.4,85,E4635,M08956,0.04,,,0.0,Kalshi,,
GPT-5.4,85,E7475,M14598,0.97,,,1.0,Kalshi,,
GPT-5.4,85,E4813,M14599,0.65,77.0,25.0,0.0,Kalshi,0.07499999999999998,0.024999999999999994
GPT-5.4,85,E4870,M09415,0.55,51.0,50.0,0.0,Kalshi,-0.02040000000000002,0.02040000000000002
GPT-5.4,85,E4813,M14600,0.43,55.00000000000001,47.0,0.0,Kalshi,0.05300000000000005,0.04700000000000004
GPT-5.4,85,E3842,M07305,0.78,90.4,8.0,1.0,Polymarket,-0.011199999999999996,0.011199999999999996
GPT-5.4,85,E1623,M02935,0.02,0.8500000000000001,99.15,0.0,Polymarket,-9.775e-05,9.775e-05
GPT-5.4,85,E4810,M09296,0.67,67.0,34.0,0.0,Polymarket,,
GPT-5.4,85,E3596,M06797,0.49,51.0,50.0,1.0,Kalshi,-0.0050000000000000044,0.0050000000000000044
GPT-5.4,85,E4763,M09205,0.99,,,1.0,Kalshi,,
GPT-5.4,85,E3522,M06640,0.93,98.0,3.0,1.0,Kalshi,-0.0011999999999999986,0.0011999999999999986
GPT-5.4,85,E7450,M14528,0.6,,,1.0,QGen,,
GPT-5.4,85,E7476,M14601,0.53,,,0.0,QGen,,
GPT-5.4,85,E6909,M13036,0.27,,,0.0,QGen,,
GPT-5.4,85,E6908,M13035,0.12,,,0.0,QGen,,
GPT-5.4,85,E1881,M06650,0.02,,,0.0,Kalshi,,
GPT-5.4,85,E4871,M14602,0.89,94.0,7.000000000000001,1.0,Kalshi,-0.0027999999999999987,0.0027999999999999987
GPT-5.4,85,E4810,M14541,0.56,59.0,42.0,1.0,Polymarket,-0.008399999999999984,0.008399999999999984
GPT-5.4,85,E4817,M14603,0.45,45.0,56.00000000000001,1.0,Kalshi,,
GPT-5.4,85,E3597,M06799,0.55,45.0,56.00000000000001,0.0,Kalshi,-0.04500000000000002,0.04500000000000002
GPT-5.4,85,E4818,M14604,0.54,55.00000000000001,46.0,1.0,Kalshi,,
GPT-5.4,85,E3598,M06801,0.43,44.0,56.99999999999999,0.0,Kalshi,4.7739590058881737e-17,6.328271240363392e-17
GPT-5.4,85,E3599,M06803,0.62,59.0,42.0,0.0,Kalshi,-0.017700000000000014,0.017700000000000014
GPT-5.4,85,E3600,M06805,0.56,56.00000000000001,45.0,0.0,Kalshi,,
GPT-5.4,85,E3616,M14605,0.64,61.0,40.0,1.0,Kalshi,0.011700000000000012,0.018300000000000014
GPT-5.4,85,E3601,M06807,0.47,45.0,56.00000000000001,1.0,Kalshi,0.010999999999999979,0.008999999999999984
GPT-5.4,85,E3602,M06809,0.44,42.0,60.0,1.0,Polymarket,0.011600000000000011,0.008400000000000006
GPT-5.4,85,E3603,M06811,0.59,56.00000000000001,45.0,0.0,Polymarket,-0.016799999999999954,0.016799999999999954
GPT-5.4,85,E7477,M14606,0.02,,,0.0,Kalshi,,
GPT-5.4,85,E7397,M14342,0.41,,,0.0,QGen,,
GPT-5.4,86,E4819,M09313,0.28,26.0,75.0,1.0,Polymarket,0.014800000000000013,0.005200000000000005
GPT-5.4,86,E3626,M06858,0.47,51.0,50.0,0.0,Polymarket,0.015000000000000013,0.015000000000000013
GPT-5.4,86,E4820,M09315,0.84,87.0,14.000000000000002,1.0,Polymarket,-0.0028000000000000026,0.0028000000000000026
GPT-5.4,86,E4821,M09317,0.26,22.0,79.0,0.0,Polymarket,-0.008800000000000002,0.008800000000000002
GPT-5.4,86,E3627,M06860,0.88,98.08,4.0,1.0,Polymarket,-0.0031999999999999997,0.0031999999999999997
GPT-5.4,86,E4822,M09319,0.83,84.0,17.0,1.0,Polymarket,,
GPT-5.4,86,E3628,M06862,0.45,44.0,56.99999999999999,0.0,Polymarket,-0.004400000000000004,0.004400000000000004
GPT-5.4,86,E4871,M09417,0.97,92.0,9.0,1.0,Kalshi,0.00399999999999999,0.045999999999999944
GPT-5.4,86,E3514,M06624,0.988,,,1.0,Polymarket,,
GPT-5.4,86,E3779,M14503,0.91,98.0,2.4,1.0,Polymarket,-0.0015839999999999995,0.0015839999999999995
GPT-5.4,86,E7429,M14507,0.38,,,0.0,QGen,,
GPT-5.4,86,E3616,M14607,0.52,49.0,52.0,1.0,Kalshi,0.015300000000000013,0.014700000000000013
GPT-5.4,86,E4823,M09321,0.26,24.0,84.0,0.0,Kalshi,-0.004800000000000004,0.004800000000000004
GPT-5.4,86,E4824,M09323,0.3,26.0,75.0,0.0,Kalshi,-0.010399999999999994,0.010399999999999994
GPT-5.4,86,E4825,M09325,0.58,66.0,39.0,0.0,Kalshi,0.018300000000000018,0.01170000000000001
GPT-5.4,86,E4817,M09311,0.55,56.00000000000001,45.0,0.0,Kalshi,,
GPT-5.4,86,E4818,M09312,0.46,46.0,55.00000000000001,0.0,Kalshi,,
GPT-5.4,86,E4813,M14608,0.63,77.0,33.0,1.0,Kalshi,-0.013199999999999995,0.013199999999999995
GPT-5.4,86,E3629,M06864,0.58,64.0,38.0,1.0,Kalshi,-0.015200000000000014,0.015200000000000014
GPT-5.4,86,E1676,M03036,0.7,82.0,85.0,1.0,Polymarket,,
GPT-5.4,86,E7478,M14609,0.55,,,1.0,QGen,,
GPT-5.4,86,E7479,M14610,0.49,,,1.0,QGen,,
GPT-5.4,86,E7480,M14611,0.44,,,0.0,QGen,,
GPT-5.4,86,E7481,M14612,0.34,,,0.0,QGen,,
GPT-5.4,86,E4281,M08209,0.81,92.0,9.0,1.0,Kalshi,-0.008999999999999996,0.008999999999999996
GPT-5.4,86,E3980,M07576,0.42,51.0,54.0,0.0,Kalshi,0.018400000000000014,0.021600000000000022
GPT-5.4,86,E7482,M14613,0.32,,,1.0,QGen,,
GPT-5.4,86,E3609,M06821,0.06,5.0,96.0,0.0,Polymarket,-0.0004999999999999998,0.0004999999999999998
GPT-5.4,86,E3609,M06822,0.82,83.0,18.0,1.0,Polymarket,-9.992007221626408e-18,9.992007221626408e-18
GPT-5.4,86,E3630,M06866,0.41,42.0,59.0,0.0,Kalshi,4.551914400963142e-17,6.550315845288423e-17
GPT-5.4,86,E7483,M14614,0.66,,,1.0,QGen,,
GPT-5.4,86,E7484,M14615,0.6,,,0.0,QGen,,
GPT-5.4,86,E7485,M14616,0.19,,,0.0,QGen,,
GPT-5.4,86,E7486,M14617,0.25,,,0.0,QGen,,
GPT-5.4,86,E7487,M14618,0.6,,,0.0,QGen,,
GPT-5.4,86,E7488,M14619,0.29,,,0.0,QGen,,
GPT-5.4,86,E7489,M14620,0.55,,,0.0,QGen,,
GPT-5.4,86,E7490,M14621,0.29,,,0.0,QGen,,
GPT-5.4,86,E7491,M14622,0.24,,,0.0,QGen,,
GPT-5.4,86,E7492,M14623,0.57,,,0.0,QGen,,
GPT-5.4,86,E7493,M14624,0.54,,,0.0,QGen,,
GPT-5.4,86,E7432,M14510,0.31,,,0.0,QGen,,
GPT-5.4,86,E4808,M09293,0.64,99.0,3.4000000000000004,1.0,Polymarket,-0.011084,0.011084
GPT-5.4,86,E3611,M06825,0.84,93.0,8.0,1.0,Polymarket,-0.006400000000000003,0.006400000000000003
GPT-5.4,86,E4769,M09215,0.1,4.3999999999999995,96.4,0.0,Polymarket,-0.002464,0.002464
GPT-5.4,86,E4769,M10383,0.09,,,0.0,Polymarket,,
GPT-5.4,86,E3481,M06558,0.04,0.8999999999999999,99.8,0.0,Polymarket,-0.00027899999999999995,0.00027899999999999995
GPT-5.4,86,E4813,M09302,0.33,33.0,73.0,0.0,Kalshi,,
GPT-5.4,86,E4813,M09303,0.25,26.0,77.0,0.0,Kalshi,,
GPT-5.4,86,E7494,M14625,0.92,,,1.0,Kalshi,,
GPT-5.4,86,E4812,M14626,0.54,57.99999999999999,56.99999999999999,0.0,Kalshi,,
GPT-5.4,86,E4813,M09304,0.33,30.0,73.0,0.0,Kalshi,-0.009000000000000008,0.009000000000000008
GPT-5.4,86,E4871,M14627,0.78,88.0,13.0,1.0,Kalshi,-0.011699999999999997,0.011699999999999997
GPT-5.4,86,E3631,M06868,0.69,66.0,35.0,1.0,Kalshi,0.01019999999999997,0.019799999999999946
GPT-5.4,86,E4265,M08179,0.46,25.03,36.91,1.0,Polymarket,0.15721209,0.052487910000000006
GPT-5.4,86,E7495,M14628,0.58,,,0.0,QGen,,
GPT-5.4,86,E3617,M06841,0.33,30.0,71.0,0.0,Kalshi,-0.009000000000000008,0.009000000000000008
GPT-5.4,86,E3632,M06870,0.68,98.0,97.0,1.0,Kalshi,,
GPT-5.4,86,E4826,M09327,0.51,47.0,54.0,1.0,Kalshi,0.02120000000000002,0.018800000000000015
GPT-5.4,86,E3633,M06872,0.62,62.0,40.0,1.0,Kalshi,,
GPT-5.4,86,E7393,M14338,0.55,,,1.0,QGen,,
GPT-5.4,86,E3683,M06985,0.98,99.5,0.5,1.0,Polymarket,-7.500000000000009e-05,7.500000000000009e-05
GPT-5.4,86,E6911,M13038,0.12,,,0.0,QGen,,
GPT-5.4,86,E6912,M13039,0.38,,,0.0,QGen,,
GPT-5.4,86,E6910,M13037,0.24,,,0.0,QGen,,
GPT-5.4,86,E6913,M13040,0.11,,,0.0,QGen,,
GPT-5.4,86,E3579,M06759,0.12,9.9,90.9,0.0,Polymarket,-0.0020789999999999993,0.0020789999999999993
GPT-5.4,86,E2337,M06831,0.81,98.0,11.0,1.0,Kalshi,-0.008799999999999994,0.008799999999999994
GPT-5.4,86,E2337,M06832,0.84,93.0,10.0,1.0,Kalshi,-0.006000000000000003,0.006000000000000003
GPT-5.4,86,E3634,M06874,0.97,96.0,7.000000000000001,1.0,Kalshi,0.00040000000000000105,0.009600000000000008
GPT-5.4,86,E4813,M14629,0.23,26.0,76.0,0.0,Kalshi,0.002400000000000002,0.007600000000000007
GPT-5.4,86,E3635,M06876,0.97,97.0,97.0,1.0,Kalshi,,
GPT-5.4,86,E3636,M06878,0.47,52.0,49.0,1.0,Kalshi,-0.019600000000000017,0.019600000000000017
GPT-5.4,86,E3637,M06880,0.58,59.0,42.0,1.0,Kalshi,-2.3314683517128286e-17,2.3314683517128286e-17
GPT-5.4,86,E3638,M06882,0.45,59.0,42.0,1.0,Kalshi,-0.054600000000000024,0.054600000000000024
GPT-5.4,86,E3638,M06883,0.54,42.0,59.0,0.0,Kalshi,-0.05040000000000002,0.05040000000000002
GPT-5.4,86,E3616,M14630,0.45,53.0,48.0,0.0,Kalshi,0.036400000000000036,0.033600000000000026
GPT-5.4,86,E3636,M06879,0.57,50.0,51.0,0.0,Kalshi,-0.034999999999999976,0.034999999999999976
GPT-5.4,86,E3639,M06884,0.51,41.0,60.0,0.0,Kalshi,-0.04100000000000001,0.04100000000000001
GPT-5.4,86,E3815,M07252,0.84,52.21,11.0,1.0,Polymarket,0.15192440999999998,0.16597558999999998
GPT-5.4,86,E7496,M14631,0.61,,,1.0,QGen,,
GPT-5.4,86,E7497,M14632,0.71,,,1.0,QGen,,
GPT-5.4,86,E7498,M14633,0.8,,,1.0,QGen,,
GPT-5.4,86,E7499,M14634,0.62,,,1.0,QGen,,
GPT-5.4,86,E4752,M13950,0.988,,,1.0,Kalshi,,
GPT-5.4,86,E4752,M13949,0.99,,,1.0,Kalshi,,
GPT-5.4,86,E7258,M14050,0.47,,,0.0,QGen,,
GPT-5.4,86,E4752,M13962,0.99,,,1.0,Kalshi,,
GPT-5.4,86,E7321,M14160,0.96,,,1.0,Kalshi,,
GPT-5.4,86,E2345,M04301,0.55,45.0,57.99999999999999,0.0,Kalshi,-0.04500000000000002,0.04500000000000002
GPT-5.4,86,E4799,M14635,0.08,,,0.0,Kalshi,,
GPT-5.4,86,E3816,M07254,0.04,9.0,99.0,0.0,Polymarket,,
GPT-5.4,86,E3782,M14636,0.002,0.2,99.9,0.0,Polymarket,,
GPT-5.4,86,E3816,M07255,0.07,9.0,99.0,0.0,Polymarket,,
GPT-5.4,86,E1946,M03551,0.41,17.27,70.99,0.0,Polymarket,-0.04098171,0.04098171
GPT-5.4,86,E2178,M03979,0.54,59.0,44.0,0.0,Kalshi,0.011199999999999979,0.008799999999999983
GPT-5.4,86,E2179,M03981,0.24,10.0,91.0,0.0,Kalshi,-0.013999999999999999,0.013999999999999999
GPT-5.4,86,E2179,M03982,0.88,90.0,11.0,1.0,Kalshi,-0.0010999999999999994,0.0010999999999999994
GPT-5.4,86,E2179,M14161,0.04,,,0.0,Kalshi,,
GPT-5.4,86,E7500,M14637,0.56,,,0.0,QGen,,
GPT-5.4,86,E7156,M13778,0.79,,,1.0,QGen,,
GPT-5.4,86,E3640,M14638,0.62,61.0,40.0,0.0,Kalshi,-0.006100000000000006,0.006100000000000006
GPT-5.4,86,E4827,M09329,0.58,66.0,38.0,0.0,Kalshi,0.024800000000000023,0.015200000000000014
GPT-5.4,86,E3614,M06833,0.61,60.0,43.0,1.0,Kalshi,0.0040000000000000036,0.006000000000000005
GPT-5.4,86,E4827,M09330,0.31,34.0,69.0,0.0,Kalshi,,
GPT-5.4,86,E1432,M14366,0.89,97.0,4.0,1.0,Kalshi,-0.002799999999999999,0.002799999999999999
GPT-5.4,86,E3641,M06887,0.35,31.0,70.0,0.0,Kalshi,-0.012399999999999994,0.012399999999999994
GPT-5.4,86,E3641,M06888,0.92,98.0,6.0,1.0,Kalshi,-0.0011999999999999977,0.0011999999999999977
GPT-5.4,86,E3436,M06474,0.93,,,1.0,Kalshi,,
GPT-5.4,86,E4914,M14639,0.79,79.0,26.0,1.0,Kalshi,,
GPT-5.4,86,E3614,M06834,0.52,43.0,62.0,1.0,Kalshi,0.05130000000000001,0.03870000000000001
GPT-5.4,86,E3641,M06889,0.54,55.00000000000001,46.0,0.0,Kalshi,,
GPT-5.4,86,E3581,M06763,0.5,61.0,42.0,0.0,Polymarket,0.04640000000000001,0.033600000000000005
GPT-5.4,86,E3582,M06768,0.03,1.0,99.9,0.0,Polymarket,-0.00019999999999999998,0.00019999999999999998
GPT-5.4,86,E3582,M06769,0.68,99.6,0.8999999999999999,1.0,Polymarket,-0.0027989999999999994,0.0027989999999999994
GPT-5.4,86,E3581,M06764,0.34,59.0,81.0,0.0,Polymarket,,
GPT-5.4,86,E3582,M06770,0.03,,,0.0,Polymarket,,
GPT-5.4,86,E3581,M06766,0.58,71.0,32.0,1.0,Polymarket,-0.032000000000000015,0.032000000000000015
GPT-5.4,86,E3581,M06767,0.62,69.19999999999999,30.9,0.0,Polymarket,0.04906100000000001,0.021939000000000004
GPT-5.4,86,E4807,M09291,0.44,59.0,94.0,0.0,Polymarket,,
GPT-5.4,86,E7386,M14331,0.54,,,0.0,QGen,,
GPT-5.4,86,E4828,M09331,0.55,71.0,30.0,1.0,Kalshi,-0.04499999999999999,0.04499999999999999
GPT-5.4,86,E4799,M14640,0.86,,,1.0,Kalshi,,
GPT-5.4,86,E4829,M09333,0.31,53.0,48.0,1.0,Kalshi,-0.10079999999999997,0.10079999999999997
GPT-5.4,86,E4812,M14641,0.8,90.0,13.0,1.0,Kalshi,-0.009099999999999994,0.009099999999999994
GPT-5.4,86,E4812,M14642,0.36,57.99999999999999,59.0,1.0,Kalshi,-0.029500000000000026,0.029500000000000026
GPT-5.4,86,E3642,M06890,0.93,95.0,6.0,1.0,Kalshi,-0.0005999999999999971,0.0005999999999999971
GPT-5.4,86,E3430,M14643,0.84,86.0,21.0,1.0,Kalshi,,
GPT-5.4,86,E7446,M14524,0.58,,,0.0,QGen,,
GPT-5.4,86,E7501,M14644,0.39,,,0.0,QGen,,
GPT-5.4,86,E3581,M06765,0.68,80.0,24.0,1.0,Polymarket,-0.01919999999999999,0.01919999999999999
GPT-5.4,86,E7256,M14048,0.48,,,0.0,QGen,,
GPT-5.4,86,E3581,M14462,0.72,78.0,23.0,1.0,Polymarket,-0.011500000000000005,0.011500000000000005
GPT-5.4,86,E4852,M14645,0.33,31.0,70.0,0.0,Polymarket,-0.006200000000000006,0.006200000000000006
GPT-5.4,86,E4853,M09380,0.47,48.0,53.0,0.0,Polymarket,,
GPT-5.4,86,E7387,M14332,0.31,,,0.0,QGen,,
GPT-5.4,86,E4830,M14646,0.53,51.0,51.0,0.0,Kalshi,-0.01020000000000001,0.01020000000000001
GPT-5.4,86,E4914,M14647,0.55,61.0,45.0,1.0,Kalshi,,
GPT-5.4,86,E3616,M14648,0.81,88.0,17.0,1.0,Kalshi,-0.003399999999999989,0.003399999999999989
GPT-5.4,86,E3643,M06892,0.64,70.0,38.0,0.0,Kalshi,,
GPT-5.4,86,E3641,M10389,0.28,20.0,81.0,0.0,Kalshi,-0.016000000000000004,0.016000000000000004
GPT-5.4,86,E2105,M06894,0.72,96.0,6.0,1.0,Kalshi,-0.013200000000000002,0.013200000000000002
GPT-5.4,86,E2105,M03844,0.74,91.0,12.0,1.0,Kalshi,-0.016800000000000002,0.016800000000000002
GPT-5.4,86,E1846,M03356,0.82,94.0,8.0,1.0,Kalshi,-0.008000000000000004,0.008000000000000004
GPT-5.4,86,E4831,M09337,0.63,62.0,39.0,1.0,Kalshi,0.003800000000000003,0.006200000000000006
GPT-5.4,86,E3616,M14649,0.11,10.0,93.0,0.0,Kalshi,-0.0009999999999999996,0.0009999999999999996
GPT-5.4,86,E4812,M14650,0.38,37.0,79.0,0.0,Kalshi,-0.003700000000000003,0.003700000000000003
GPT-5.4,86,E4914,M14651,0.44,40.0,62.0,1.0,Kalshi,0.023999999999999987,0.015999999999999993
GPT-5.4,86,E3616,M14652,0.54,54.0,47.0,0.0,Kalshi,,
GPT-5.4,86,E3908,M14653,0.95,,,1.0,Kalshi,,
GPT-5.4,86,E3614,M14654,0.75,87.0,17.0,1.0,Kalshi,-0.0136,0.0136
GPT-5.4,86,E3644,M06895,0.41,49.0,66.0,0.0,Kalshi,,
GPT-5.4,86,E1946,M10421,0.62,66.77,16.82,1.0,Polymarket,-0.03562476,0.03562476
GPT-5.4,86,E4915,M09518,0.42,43.0,58.25,0.0,Polymarket,,
GPT-5.4,86,E3908,M14655,0.89,,,1.0,Kalshi,,
GPT-5.4,86,E2177,M08605,0.59,79.0,22.0,1.0,Kalshi,-0.041800000000000004,0.041800000000000004
GPT-5.4,86,E4852,M09379,0.39,40.0,61.0,1.0,Polymarket,,
GPT-5.4,86,E2180,M03983,0.55,77.0,27.0,1.0,Kalshi,-0.048599999999999983,0.048599999999999983
GPT-5.4,86,E7302,M14122,0.33,,,0.0,QGen,,
GPT-5.4,86,E7301,M14121,0.11,,,0.0,QGen,,
GPT-5.4,86,E7300,M14120,0.58,,,0.0,QGen,,
GPT-5.4,86,E7436,M14514,0.38,,,0.0,QGen,,
GPT-5.4,86,E7435,M14513,0.41,,,0.0,QGen,,
GPT-5.4,86,E7428,M14506,0.29,,,0.0,QGen,,
GPT-5.4,86,E7433,M14511,0.15,,,0.0,QGen,,
GPT-5.4,86,E7434,M14512,0.24,,,0.0,QGen,,
GPT-5.4,86,E7430,M14508,0.24,,,0.0,QGen,,
GPT-5.4,86,E3575,M14296,0.69,86.0,19.0,1.0,Kalshi,-0.02280000000000001,0.02280000000000001
GPT-5.4,86,E4790,M09258,0.06,33.0,98.0,0.0,Kalshi,,
GPT-5.4,86,E7502,M14656,0.92,,,1.0,Kalshi,,
GPT-5.4,86,E1846,M09336,0.07,6.0,95.0,0.0,Kalshi,-0.0006000000000000005,0.0006000000000000005
